@relation dataset_feat_h

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute exp numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,4,1481,2,541,2,0,2,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
3,3,1,1474,2955,3,541,1,0,492,492,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
3,3,1,1474,2955,3,541,1,0,492,492,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
3,3,2,575,2951,3,541,1,0,491,567,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
2,2,1,1474,2951,2,541,1,0,737,738,clean
1,1,1,24,24,1,541,0,0,24,0,clean
1,1,1,24,24,1,541,0,0,24,0,clean
3,3,3,199,34,5,541,1754,316,32,44,clean
1,1,1,56,57,1,541,316,58,1,56,clean
3,3,2,25,7,3,541,1,0,2,75,clean
6,6,2,105,167,6,541,983,153,21,44,clean
2,2,2,146,50,2,541,1,0,24,113,clean
2,2,2,146,50,2,541,1,0,24,113,clean
5,5,2,105,166,5,541,0,0,30,48,clean
2,2,2,146,50,2,541,1,0,24,113,clean
3,3,2,146,56,3,541,1,0,16,77,clean
2,2,2,146,50,2,541,1,0,24,113,clean
4,4,2,105,160,4,541,0,0,37,59,clean
4,4,2,105,160,4,541,0,0,37,59,clean
2,2,2,146,50,2,541,1,0,24,113,clean
4,4,2,99,1521,4,541,1,0,380,56,clean
2,2,2,99,44,2,541,1,0,22,112,clean
3,3,2,99,1521,3,541,1,0,14,567,clean
1,1,1,44,44,1,541,1,0,44,0,clean
1,1,1,44,44,1,541,1,0,44,0,clean
2,2,1,49,110,2,541,0,0,50,4,clean
4,4,2,105,103,4,541,1,0,25,56,clean
2,2,2,105,49,2,541,1,0,24,112,clean
1,1,1,12,12,1,541,1142,183,0,12,clean
2,2,2,146,50,2,541,1,0,24,113,clean
3,3,2,324,98,3,541,0,0,25,82,clean
3,3,2,99,94,3,541,1,0,30,75,clean
2,2,2,51,12,2,541,1,0,6,112,clean
2,2,2,51,12,2,541,1,0,6,112,clean
2,2,2,51,12,2,541,1,0,6,112,clean
4,4,2,324,148,4,541,0,0,31,62,clean
2,2,2,324,61,2,541,1,0,26,117,clean
2,2,2,146,50,2,541,1,0,24,113,clean
4,4,2,324,100,4,541,1,0,19,62,clean
3,3,2,105,110,3,541,0,0,33,78,clean
3,3,2,105,86,3,541,0,0,24,79,clean
3,3,2,105,110,3,541,0,0,33,78,clean
3,3,2,324,98,3,541,0,0,25,82,clean
2,2,2,30,4,2,541,1,0,2,112,clean
2,2,2,146,50,2,541,1,0,24,113,clean
4,4,2,324,148,4,541,0,0,31,62,clean
2,2,2,146,50,2,541,1,0,24,113,clean
1,1,1,309111,1112,1,541,5502,1246,551,561,clean
1,1,2,81,92,2,15,3549,762,23,23,clean
1,1,3,1,1,1,50,622,156,0,1,clean
1,1,4,16,8,1,15,1330,267,4,4,clean
1,1,1,164088,894,1,541,497,65,636,258,clean
4,4,2,543,276,4,541,1384,215,62,31,clean
1,1,1,142,142,1,541,0,223,0,142,clean
1,1,1,27,12,1,541,4189,837,9,3,clean
1,1,1,24849,8286,1,541,117,18,3,8283,clean
1,1,1,521,521,1,15,419,62,521,0,defective
1,1,2,25,10,1,50,542,95,5,5,clean
1,1,1,189,30,1,15,6665,1047,21,9,clean
1,1,2,4,4,1,20,7214,1157,0,4,clean
2,2,1,1694,354,2,15,4759,756,62,115,defective
1,1,1,5,5,1,15,2,0,5,0,clean
1,1,2,5,5,1,20,2,0,0,5,clean
1,1,1,2,28,14,15,19,0,2,0,clean
1,1,1,476,240,1,15,943,151,2,238,clean
2,2,1,1694,354,2,15,4759,756,62,115,defective
1,1,1,957,62,1,15,2118,442,29,33,clean
1,1,1,4,4,1,15,477,65,4,0,clean
1,1,2,108,24,1,50,472,62,6,18,clean
1,1,3,14,15,1,20,476,65,14,1,clean
1,1,1,756,55,1,50,2400,457,27,28,clean
1,1,1,154,154,1,50,0,457,0,154,clean
1,1,1,18205,386,1,50,2915,340,331,55,defective
2,2,2,84,45,2,15,2891,342,14,8,clean
1,1,1,80,18,1,50,763,155,10,8,clean
1,1,1,756,55,1,50,2400,457,27,28,clean
2,2,2,256,100,2,20,2471,469,43,7,clean
2,2,1,25,595,3,50,2339,286,105,92,clean
1,1,1,756,55,1,50,2400,457,27,28,clean
1,1,1,6,7,1,50,2502,410,1,6,clean
3,3,1,277,1272,7,50,1516,135,107,74,clean
1,1,2,3363,118,2,13,132,27,30,28,clean
1,1,1,225,59,2,50,2483,211,13,16,clean
1,1,1,225,59,2,50,2483,211,13,16,clean
1,1,2,214,214,1,13,3083,948,214,0,clean
2,2,1,225,149,4,50,2137,230,17,19,clean
2,2,1,225,149,4,50,2137,230,17,19,clean
1,1,1,198,29,1,50,11,0,11,18,clean
2,2,1,44,44,2,50,11,0,7,14,clean
1,1,1,72,38,1,50,2486,408,2,36,clean
1,1,1,9,9,1,50,14,0,0,9,clean
11,11,1,472,8851,13,50,3061,332,393,286,defective
1,1,2,1368264,2341,1,15,1619,267,1213,1128,clean
4,4,1,1103,5709,5,50,2989,326,683,458,defective
1,1,2,1368264,2341,1,15,1619,267,1213,1128,clean
1,1,1,225,30,1,50,4955,423,15,15,clean
1,1,1,225,30,1,50,4955,423,15,15,clean
1,1,1,512,48,1,50,4700,401,16,32,clean
1,1,1,10170,2047,2,50,2431,246,515,508,clean
1,1,1,40,40,1,50,0,131,0,40,clean
1,1,1,4,4,1,50,3233,426,4,0,clean
1,1,2,5,5,1,15,3297,450,0,5,clean
2,2,1,102,85,2,50,14,0,28,14,clean
3,3,1,512,122,4,50,2419,206,11,19,clean
